UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
11463,H11462,H,298.7,307.6,1231,43.4,117,0,0,0,0,0,0
11464,L51463,L,302.1,311.0,1800,38.5,223,0,0,0,0,0,0
11465,L51464,L,301.8,312.6,1723,24.0,135,0,0,0,0,0,0
11466,H11465,H,302.8,313.7,1823,45.1,107,0,0,0,0,0,0
11467,L51466,L,299.8,310.1,1685,45.5,11,0,0,0,0,0,0
11468,M21467,M,302.4,311.3,1493,39.3,1,0,0,0,0,0,0
11469,M21468,M,298.9,309.5,1439,28.6,138,0,0,0,0,0,0
11470,L51469,L,301.5,311.4,1503,34.4,226,0,0,0,0,0,0
11471,H11470,H,300.3,310.0,1475,32.3,187,0,0,0,0,0,0
11472,L51471,L,304.1,312.4,1687,34.6,231,0,0,0,0,0,0
11473,L51472,L,299.4,309.7,1739,44.9,208,0,0,0,0,0,0
11474,H11473,H,299.5,310.5,1639,44.4,248,0,0,0,0,0,0
11475,H11474,H,297.3,306.6,1438,52.5,92,0,0,0,0,0,0
11476,M21475,M,298.3,307.2,1401,42.3,109,0,0,0,0,0,0
11477,L51476,L,299.7,309.2,1831,42.4,214,0,0,0,0,0,0
11478,L51477,L,299.7,310.6,1577,33.6,46,0,0,0,0,0,0
11479,M21478,M,297.0,308.4,1542,44.9,86,0,0,0,0,0,0
11480,L51479,L,298.6,309.2,1812,47.1,226,0,0,0,0,0,0
11481,L51480,L,298.8,309.2,1701,37.0,104,0,0,0,0,0,0
11482,M21481,M,295.3,305.7,1571,20.4,216,0,0,0,0,0,0
11483,M21482,M,296.9,308.2,1381,42.6,29,0,0,0,0,0,0
11484,L51483,L,297.8,305.7,1545,12.7,82,0,0,0,0,0,0
11485,L51484,L,298.6,306.7,1356,35.6,11,0,0,0,0,0,0
11486,L51485,L,297.3,308.1,1552,46.9,193,0,0,0,0,0,0
11487,L51486,L,302.8,313.8,1349,26.2,40,0,0,0,0,0,0
11488,L51487,L,300.0,311.1,1285,43.4,68,0,0,0,0,0,0
11489,L51488,L,302.6,308.4,1591,54.5,213,0,0,0,0,0,0
11490,L51489,L,299.6,308.0,1658,44.5,152,0,0,0,0,0,0
11491,H11490,H,296.4,309.0,1466,57.3,106,0,0,0,0,0,0
11492,H11491,H,300.8,311.1,1254,14.5,127,0,0,0,0,0,0
11493,M21492,M,302.9,313.8,1518,49.7,124,0,0,0,0,0,0
11494,M21493,M,303.0,313.3,1617,34.7,117,0,0,0,0,0,0
11495,H11494,H,304.2,313.8,1685,41.0,210,0,0,0,0,0,0
11496,M21495,M,299.2,310.6,1616,36.0,82,0,0,0,0,0,0
11497,L51496,L,300.0,309.9,1433,55.1,104,0,0,0,0,0,0
11498,L51497,L,301.5,308.8,1807,45.3,200,0,0,0,0,0,0
11499,H11498,H,298.7,307.6,1488,35.3,115,0,0,0,0,0,0
11500,L51499,L,296.5,307.3,1661,24.6,112,0,0,0,0,0,0
11501,M21500,M,301.0,310.7,1494,29.5,52,0,0,0,0,0,0
11502,L51501,L,300.2,312.4,1682,66.6,98,0,0,0,0,0,0
11503,M21502,M,298.4,309.4,1293,34.8,145,0,0,0,0,0,0
11504,L51503,L,301.5,312.0,1872,49.5,47,0,0,0,0,0,0
11505,L51504,L,301.8,312.0,1590,35.1,112,0,0,0,0,0,0
11506,L51505,L,302.6,313.0,1168,35.4,172,0,0,0,0,0,0
11507,L51506,L,302.1,313.8,1385,36.2,43,0,0,0,0,0,0
11508,M21507,M,300.5,308.0,1430,32.7,192,0,0,0,0,0,0
11509,L51508,L,300.3,313.8,1501,41.7,15,0,0,0,0,0,0
11510,M21509,M,299.4,310.6,1691,52.5,241,1,0,0,0,1,0
11511,L51510,L,301.1,311.2,1506,59.4,149,0,0,0,0,0,0
11512,H11511,H,300.7,311.2,1785,32.8,190,0,0,0,0,0,0
11513,L51512,L,301.2,310.5,1556,48.4,111,0,0,0,0,0,0
11514,L51513,L,299.5,308.8,1463,46.4,69,0,0,0,0,0,0
11515,M21514,M,299.3,310.5,1606,38.9,33,0,0,0,0,0,0
11516,M21515,M,297.5,307.2,1443,45.0,207,0,0,0,0,0,0
11517,L51516,L,301.5,311.9,1637,45.0,237,0,0,0,0,0,0
11518,M21517,M,297.5,307.3,1400,25.2,235,0,0,0,0,0,0
11519,L51518,L,299.6,306.7,1448,42.9,11,0,0,0,0,0,0
11520,L51519,L,300.6,308.0,1394,48.4,99,0,0,0,0,0,0
11521,L51520,L,299.2,311.7,1383,47.3,100,0,0,0,0,0,0
11522,M21521,M,301.1,311.9,1543,45.3,164,0,0,0,0,0,0
11523,M21522,M,299.0,308.3,1577,42.8,222,0,0,0,0,0,0
11524,M21523,M,301.0,313.8,1408,29.8,246,0,0,0,0,0,0
11525,M21524,M,299.3,310.5,1371,38.8,4,0,0,0,0,0,0
11526,L51525,L,295.9,307.6,1783,39.0,33,0,0,0,0,0,0
11527,L51526,L,300.6,310.2,2040,36.1,199,0,0,0,0,0,0
11528,M21527,M,297.0,307.2,1640,36.7,96,0,0,0,0,0,0
11529,M21528,M,301.9,310.3,1341,51.6,209,0,0,0,0,0,0
11530,L51529,L,301.2,310.4,1638,41.5,199,0,0,0,0,0,0
11531,L51530,L,300.2,312.0,1632,47.2,12,0,0,0,0,0,0
11532,L51531,L,304.1,313.1,1594,33.4,65,0,0,0,0,0,0
11533,L51532,L,300.0,310.9,1461,55.6,76,0,0,0,0,0,0
11534,L51533,L,301.1,310.4,1571,44.1,210,0,0,0,0,0,0
11535,L51534,L,298.2,308.4,1392,38.7,142,0,0,0,0,0,0
11536,M21535,M,298.2,306.7,1899,47.2,51,0,0,0,0,0,0
11537,M21536,M,303.0,313.3,1571,37.8,112,0,0,0,0,0,0
11538,L51537,L,298.9,309.1,1576,46.3,32,0,0,0,0,0,0
11539,L51538,L,302.4,311.0,1179,22.6,80,0,0,0,0,0,0
11540,M21539,M,299.7,310.5,1528,20.3,0,0,0,0,0,0,0
11541,L51540,L,301.6,312.6,1450,48.7,251,0,0,0,0,0,0
11542,L51541,L,304.1,313.8,1546,17.2,153,0,0,0,0,0,0
11543,M21542,M,296.2,308.0,1610,53.5,224,0,0,0,0,0,0
11544,L51543,L,302.5,312.9,1683,35.9,133,0,0,0,0,0,0
11545,L51544,L,303.5,313.5,1183,50.5,65,0,0,0,0,0,0
11546,M21545,M,303.0,313.8,1512,51.9,119,0,0,0,0,0,0
11547,L51546,L,302.8,311.7,1505,51.2,221,0,0,0,0,0,0
11548,L51547,L,302.0,313.2,1508,44.3,115,0,0,0,0,0,0
11549,L51548,L,299.1,310.9,1439,23.8,217,0,0,0,0,0,0
11550,H11549,H,300.2,313.8,1499,26.9,48,0,0,0,0,0,0
11551,L51550,L,300.0,309.9,1542,29.2,70,0,0,0,0,0,0
11552,M21551,M,300.2,308.3,1517,43.2,131,0,0,0,0,0,0
11553,M21552,M,302.2,311.8,1526,35.1,3,0,0,0,0,0,0
11554,L51553,L,299.6,313.3,1539,45.1,33,0,0,0,0,0,0
11555,L51554,L,295.6,305.7,1767,46.1,177,0,0,0,0,0,0
11556,L51555,L,301.0,310.1,1604,48.8,225,1,1,0,0,0,0
11557,M21556,M,299.2,312.3,1575,38.4,117,0,0,0,0,0,0
11558,M21557,M,301.9,311.6,1557,53.4,157,0,0,0,0,0,0
11559,L51558,L,300.4,311.9,1693,31.2,249,0,0,0,0,0,0
11560,L51559,L,298.1,310.1,1492,31.4,132,0,0,0,0,0,0
11561,L51560,L,299.0,307.6,1673,49.2,234,0,0,0,0,0,0
11562,L51561,L,300.1,308.8,1687,22.4,189,0,0,0,0,0,0
11563,M21562,M,298.0,309.4,1447,37.3,139,0,0,0,0,0,0
11564,L51563,L,300.3,310.3,1573,45.0,199,0,0,0,0,0,0
11565,M21564,M,298.0,308.9,1744,32.1,34,0,0,0,0,0,0
11566,L51565,L,299.4,310.0,1319,20.3,226,1,0,0,0,1,0
11567,L51566,L,298.1,311.9,1338,35.7,80,0,0,0,0,0,0
11568,L51567,L,298.8,309.3,1256,26.6,96,1,0,1,0,0,0
11569,L51568,L,297.7,309.3,1615,33.4,4,0,0,0,0,0,0
11570,H11569,H,300.4,310.7,1600,54.2,174,1,0,0,1,0,0
11571,L51570,L,299.8,312.0,1544,50.7,0,0,0,0,0,0,0
11572,M21571,M,302.0,312.1,1724,38.9,170,0,0,0,0,0,0
11573,L51572,L,300.6,312.7,1753,53.0,49,0,0,0,0,0,0
11574,M21573,M,298.9,308.9,1341,57.1,194,0,0,0,0,0,0
11575,L51574,L,300.9,311.7,1494,49.8,177,0,0,0,0,0,0
11576,H11575,H,303.1,313.8,1674,37.7,134,0,0,0,0,0,0
11577,M21576,M,302.7,312.0,1785,28.9,247,0,0,0,0,0,0
11578,L51577,L,298.3,308.1,1485,32.5,158,0,0,0,0,0,0
11579,H11578,H,299.0,310.6,1351,48.2,189,0,0,0,0,0,0
11580,M21579,M,304.5,313.8,1920,32.2,118,0,0,0,0,0,0
11581,L51580,L,298.3,310.4,1801,45.7,82,0,0,0,0,0,0
11582,L51581,L,300.5,311.4,1590,49.3,81,0,0,0,0,0,0
11583,L51582,L,300.1,309.7,1541,34.4,93,0,0,0,0,0,0
11584,M21583,M,298.9,307.7,1927,43.7,78,0,0,0,0,0,0
11585,L51584,L,303.3,312.7,1626,41.8,168,0,0,0,0,0,0
11586,L51585,L,300.2,310.6,1812,34.3,167,0,0,0,0,0,0
11587,M21586,M,297.6,307.8,1432,57.1,181,0,0,0,0,0,0
11588,L51587,L,300.1,310.2,1817,43.1,134,0,0,0,0,0,0
11589,L51588,L,300.2,310.0,1229,43.8,238,0,0,0,0,0,0
11590,M21589,M,302.7,312.9,1513,37.9,19,0,0,0,0,0,0
11591,L51590,L,301.9,313.8,1769,42.9,209,0,0,0,0,0,0
11592,L51591,L,301.2,310.6,1553,33.5,110,0,0,0,0,0,0
11593,H11592,H,303.7,313.8,1600,30.1,61,0,0,0,0,0,0
11594,M21593,M,300.9,306.8,1445,49.3,214,0,0,0,0,0,0
11595,M21594,M,300.7,310.9,1327,29.9,224,0,0,0,0,0,0
11596,M21595,M,300.8,312.0,1591,39.8,149,0,0,0,0,0,0
11597,M21596,M,296.4,306.0,1316,51.3,62,0,0,0,0,0,0
11598,L51597,L,297.5,308.7,1634,38.9,233,0,0,0,0,0,0
11599,M21598,M,300.9,311.6,1498,43.9,216,0,0,0,0,0,0
11600,L51599,L,299.7,307.2,1529,28.3,157,0,0,0,0,0,0
11601,L51600,L,299.0,307.6,1784,18.9,141,0,0,0,0,0,0
11602,L51601,L,300.7,313.2,1401,29.4,242,0,0,0,0,0,0
11603,L51602,L,303.3,313.8,1316,51.3,66,0,0,0,0,0,0
11604,M21603,M,303.1,311.1,1686,37.0,78,0,0,0,0,0,0
11605,L51604,L,296.1,307.6,1412,37.6,178,0,0,0,0,0,0
11606,L51605,L,301.7,312.3,1568,45.8,13,0,0,0,0,0,0
11607,L51606,L,298.9,310.2,1566,58.3,68,0,0,0,0,0,0
11608,L51607,L,301.7,310.0,1615,45.6,145,0,0,0,0,0,0
11609,L51608,L,297.3,305.7,1584,52.5,175,0,0,0,0,0,0
11610,L51609,L,300.2,311.1,1531,27.7,151,0,0,0,0,0,0
11611,H11610,H,301.2,310.5,1552,34.9,110,0,0,0,0,0,0
11612,M21611,M,303.3,312.9,1423,31.5,104,0,0,0,0,0,0
11613,L51612,L,300.8,310.4,1573,50.5,65,0,0,0,0,0,0
11614,L51613,L,299.0,308.3,1836,45.0,217,0,0,0,0,0,0
11615,H11614,H,301.0,311.1,1465,41.3,84,0,0,0,0,0,0
11616,L51615,L,295.8,305.7,1502,34.9,15,0,0,0,0,0,0
11617,M21616,M,299.1,308.0,1770,51.9,82,0,0,0,0,0,0
11618,M21617,M,303.4,313.2,1258,22.7,87,0,0,0,0,0,0
11619,M21618,M,302.4,313.8,1656,38.3,134,0,0,0,0,0,0
11620,M21619,M,303.5,313.5,1383,29.3,93,0,0,0,0,0,0
11621,L51620,L,303.7,313.8,1262,29.4,252,0,0,0,0,0,0
11622,M21621,M,304.0,313.8,1809,43.7,245,0,0,0,0,0,0
11623,M21622,M,302.9,313.0,1380,53.4,247,0,0,0,0,0,0
11624,L51623,L,298.2,309.0,1415,27.8,224,0,0,0,0,0,0
11625,L51624,L,299.8,309.0,1393,46.6,29,0,0,0,0,0,0
11626,H11625,H,300.1,306.0,1553,32.4,227,0,0,0,0,0,0
11627,L51626,L,301.6,311.7,1646,39.8,229,0,0,0,0,0,0
11628,M21627,M,300.7,313.4,1376,34.1,42,0,0,0,0,0,0
11629,M21628,M,298.1,309.6,1436,32.7,143,0,0,0,0,0,0
11630,M21629,M,301.6,311.8,1332,43.9,115,0,0,0,0,0,0
11631,L51630,L,299.9,310.3,1371,49.8,197,0,0,0,0,0,0
11632,L51631,L,300.2,312.0,1397,44.6,142,0,0,0,0,0,0
11633,M21632,M,301.8,313.6,1606,49.1,253,0,0,0,0,0,0
11634,L51633,L,299.0,309.7,1730,33.9,83,0,0,0,0,0,0
11635,L51634,L,302.3,313.1,1443,43.0,242,0,0,0,0,0,0
11636,L51635,L,298.4,309.4,1610,40.7,35,0,0,0,0,0,0
11637,L51636,L,301.0,312.7,1433,41.0,214,0,0,0,0,0,0
11638,L51637,L,301.3,310.7,1861,50.3,245,1,0,0,1,0,0
11639,L51638,L,299.6,307.5,1951,71.2,19,0,0,0,0,0,0
11640,L51639,L,299.1,308.0,1544,29.8,32,0,0,0,0,0,0
11641,M21640,M,303.1,313.8,1772,47.6,17,0,0,0,0,0,0
11642,L51641,L,303.3,311.4,1428,39.4,62,0,0,0,0,0,0
11643,M21642,M,301.8,312.5,1453,33.4,116,0,0,0,0,0,0
11644,L51643,L,300.8,310.0,1553,31.6,66,0,0,0,0,0,0
11645,M21644,M,303.7,312.8,1543,31.5,236,0,0,0,0,0,0
11646,L51645,L,300.2,310.9,1203,43.5,210,0,0,0,0,0,0
11647,L51646,L,304.2,311.7,1586,20.2,5,0,0,0,0,0,0
11648,L51647,L,304.0,313.8,1777,28.9,166,0,0,0,0,0,0
11649,M21648,M,304.2,313.8,1651,35.0,201,0,0,0,0,0,0
11650,L51649,L,301.2,312.5,1461,50.5,131,0,0,0,0,0,0
11651,L51650,L,296.7,308.1,1573,47.3,84,0,0,0,0,0,0
11652,L51651,L,299.2,307.8,1293,24.2,103,0,0,0,0,0,0
11653,L51652,L,298.0,307.0,1667,39.5,77,0,0,0,0,0,0
11654,L51653,L,301.5,313.8,1409,61.5,194,0,0,0,0,0,0
11655,L51654,L,301.5,310.4,1566,49.8,244,0,0,0,0,0,0
11656,L51655,L,299.0,307.9,1708,51.2,147,0,0,0,0,0,0
11657,L51656,L,301.0,311.0,1482,34.2,106,0,0,0,0,0,0
11658,L51657,L,304.5,313.8,1333,19.9,174,0,0,0,0,0,0
11659,L51658,L,304.1,313.8,1422,38.7,74,0,0,0,0,0,0
11660,L51659,L,299.6,307.9,1633,50.7,240,0,0,0,0,0,0
11661,M21660,M,299.9,308.8,1848,41.2,83,0,0,0,0,0,0
11662,H11661,H,301.7,312.4,1455,35.9,39,0,0,0,0,0,0
11663,M21662,M,303.3,313.8,1553,20.2,77,0,0,0,0,0,0
11664,L51663,L,301.7,311.8,1764,41.3,148,0,0,0,0,0,0
11665,M21664,M,295.9,309.1,1534,32.7,238,0,0,0,0,0,0
11666,M21665,M,300.9,310.0,1757,36.3,130,0,0,0,0,0,0
11667,M21666,M,301.4,311.8,1588,39.1,246,0,0,0,0,0,0
11668,L51667,L,299.2,310.7,1566,38.0,245,0,0,0,0,0,0
11669,M21668,M,296.9,308.5,1538,26.0,48,0,0,0,0,0,0
11670,L51669,L,300.3,309.7,1617,48.7,22,0,0,0,0,0,0
11671,M21670,M,303.2,313.8,1955,31.2,45,0,0,0,0,0,0
11672,L51671,L,298.6,307.7,1450,45.5,183,0,0,0,0,0,0
11673,M21672,M,298.9,310.4,1461,36.7,199,0,0,0,0,0,0
11674,M21673,M,298.8,307.9,1730,44.8,192,0,0,0,0,0,0
11675,L51674,L,298.4,308.3,1540,34.9,174,0,0,0,0,0,0
11676,H11675,H,299.6,310.5,1739,40.3,187,0,0,0,0,0,0
11677,H11676,H,300.6,308.6,1498,42.0,247,0,0,0,0,0,0
11678,L51677,L,301.2,309.7,1507,46.7,218,0,0,0,0,0,0
11679,M21678,M,299.2,308.8,1696,46.4,193,0,0,0,0,0,0
11680,L51679,L,298.9,307.8,1674,47.6,169,0,0,0,0,0,0
11681,L51680,L,297.8,309.6,1883,28.6,85,0,0,0,0,0,0
11682,L51681,L,301.7,312.4,1553,45.6,137,0,0,0,0,0,0
11683,H11682,H,299.7,309.6,1834,47.9,64,0,0,0,0,0,0
11684,L51683,L,298.3,309.7,1724,26.5,20,0,0,0,0,0,0
11685,L51684,L,302.4,313.8,1925,42.6,215,1,0,0,1,0,0
11686,L51685,L,298.5,306.6,1802,51.6,57,0,0,0,0,0,0
11687,L51686,L,299.8,309.5,1441,41.6,87,0,0,0,0,0,0
11688,M21687,M,297.5,307.2,1672,42.5,148,0,0,0,0,0,0
11689,M21688,M,298.4,305.7,1752,32.8,115,0,0,0,0,0,0
11690,M21689,M,301.0,309.4,1426,35.8,169,0,0,0,0,0,0
11691,L51690,L,299.7,309.0,1527,32.9,142,0,0,0,0,0,0
11692,M21691,M,300.1,309.1,1573,43.0,51,0,0,0,0,0,0
11693,M21692,M,302.9,313.5,1553,43.0,131,0,0,0,0,0,0
11694,L51693,L,297.9,306.4,1720,47.1,88,0,0,0,0,0,0
11695,L51694,L,299.3,309.8,1647,42.2,247,0,0,0,0,0,0
11696,L51695,L,297.3,306.9,1531,41.7,17,0,0,0,0,0,0
11697,M21696,M,296.7,307.0,1400,30.7,33,0,0,0,0,0,0
11698,M21697,M,297.5,305.8,1556,52.0,119,0,0,0,0,0,0
11699,M21698,M,298.2,310.1,1744,37.4,0,0,0,0,0,0,0
11700,L51699,L,301.1,310.5,1275,41.4,154,0,0,0,0,0,0
11701,L51700,L,300.3,310.1,1524,32.7,126,0,0,0,0,0,0
11702,L51701,L,299.9,311.2,1538,47.2,211,0,0,0,0,0,0
11703,L51702,L,301.9,311.4,1433,31.5,107,0,0,0,0,0,0
11704,L51703,L,296.8,309.0,1556,55.4,89,0,0,0,0,0,0
11705,L51704,L,302.1,310.8,1836,31.4,252,0,0,0,0,0,0
11706,M21705,M,298.3,307.3,1563,28.4,205,0,0,0,0,0,0
11707,M21706,M,297.7,306.2,1341,47.0,33,0,0,0,0,0,0
11708,L51707,L,299.9,310.9,1569,53.4,203,0,0,0,0,0,0
11709,L51708,L,299.1,310.8,1345,22.1,237,0,0,0,0,0,0
11710,M21709,M,304.1,313.8,1509,46.2,32,0,0,0,0,0,0
11711,M21710,M,304.4,312.4,1705,43.6,235,0,0,0,0,0,0
11712,L51711,L,300.3,310.2,1489,40.5,72,0,0,0,0,0,0
11713,L51712,L,299.3,309.0,1786,40.7,122,0,0,0,0,0,0
11714,L51713,L,302.4,310.7,1289,50.9,18,0,0,0,0,0,0
11715,M21714,M,299.6,307.2,1484,49.4,138,0,0,0,0,0,0
11716,L51715,L,297.8,307.7,1395,33.3,71,0,0,0,0,0,0
11717,M21716,M,300.6,309.8,1701,21.3,150,0,0,0,0,0,0
11718,L51717,L,299.4,310.0,1603,44.6,238,0,0,0,0,0,0
11719,L51718,L,301.1,310.2,1491,34.0,159,0,0,0,0,0,0
11720,M21719,M,301.6,310.8,1690,24.6,8,1,0,0,0,1,0
11721,L51720,L,302.3,312.4,1559,43.1,71,0,0,0,0,0,0
11722,L51721,L,297.7,305.7,1592,34.2,247,0,0,0,0,0,0
11723,L51722,L,301.6,311.1,1564,60.1,136,0,0,0,0,0,0
11724,L51723,L,298.8,310.7,1282,51.0,241,0,0,0,0,0,0
11725,L51724,L,302.5,311.9,1550,51.2,92,0,0,0,0,0,0
11726,L51725,L,301.2,310.2,1435,34.8,206,0,0,0,0,0,0
11727,L51726,L,298.6,309.7,1438,38.4,111,0,0,0,0,0,0
11728,L51727,L,298.7,310.0,1601,32.8,162,0,0,0,0,0,0
11729,H11728,H,298.9,310.7,1622,44.4,54,0,0,0,0,0,0
11730,L51729,L,298.8,309.8,1868,52.8,183,0,0,0,0,0,0
11731,M21730,M,302.1,312.9,1849,55.2,8,0,0,0,0,0,0
11732,L51731,L,297.0,306.5,1584,22.0,247,0,0,0,0,0,0
11733,H11732,H,301.7,312.2,1489,25.7,63,0,0,0,0,0,0
11734,M21733,M,299.8,308.7,1638,42.9,99,0,0,0,0,0,0
11735,L51734,L,299.9,309.6,1393,37.9,202,0,0,0,0,0,0
11736,L51735,L,298.8,310.4,1496,20.9,96,0,0,0,0,0,0
11737,L51736,L,295.9,305.7,1468,28.9,110,0,0,0,0,0,0
11738,H11737,H,303.2,313.8,1334,50.6,120,0,0,0,0,0,0
11739,L51738,L,297.4,306.4,1702,38.2,34,0,0,0,0,0,0
11740,L51739,L,298.5,308.7,1423,28.4,116,0,0,0,0,0,0
11741,L51740,L,300.9,310.7,1252,47.8,226,0,0,0,0,0,0
11742,L51741,L,300.5,311.4,1381,27.6,222,0,0,0,0,0,0
11743,L51742,L,302.3,313.8,1532,50.6,16,0,0,0,0,0,0
11744,L51743,L,299.9,311.3,1479,49.1,108,0,0,0,0,0,0
11745,M21744,M,298.5,310.6,1555,29.5,162,0,0,0,0,0,0
11746,L51745,L,299.4,310.1,1262,41.2,99,0,0,0,0,0,0
11747,L51746,L,298.4,307.2,1384,49.3,153,0,0,0,0,0,0
11748,M21747,M,296.6,305.7,1446,39.4,72,0,0,0,0,0,0
11749,M21748,M,301.6,313.8,1558,45.6,212,0,0,0,0,0,0
11750,L51749,L,303.5,312.4,1433,41.7,106,0,0,0,0,0,0
11751,H11750,H,300.9,310.4,1621,50.1,103,0,0,0,0,0,0
11752,L51751,L,302.2,313.8,1862,44.7,217,0,0,0,0,0,0
11753,L51752,L,295.4,305.7,1671,51.7,30,0,0,0,0,0,0
11754,L51753,L,300.6,311.9,1466,46.9,252,0,0,0,0,0,0
11755,H11754,H,304.5,313.8,1783,36.3,163,0,0,0,0,0,0
11756,L51755,L,297.2,305.7,1421,49.0,140,0,0,0,0,0,0
11757,L51756,L,301.9,310.6,1609,25.3,45,0,0,0,0,0,0
11758,L51757,L,298.6,309.5,1838,42.1,116,0,0,0,0,0,0
11759,M21758,M,299.9,308.8,1681,34.9,179,0,0,0,0,0,0
11760,H11759,H,298.0,307.1,1415,29.7,164,0,0,0,0,0,0
11761,L51760,L,299.9,309.1,1508,50.0,92,0,0,0,0,0,0
11762,L51761,L,297.2,309.9,1315,44.8,55,0,0,0,0,0,0
11763,L51762,L,300.8,310.5,1413,32.0,5,0,0,0,0,0,0
11764,L51763,L,295.9,305.7,1356,48.1,101,0,0,0,0,0,0
11765,L51764,L,299.0,308.3,1441,45.5,216,0,0,0,0,0,0
11766,M21765,M,304.5,313.8,1605,47.9,222,0,0,0,0,0,0
11767,H11766,H,300.9,309.8,1593,39.0,72,0,0,0,0,0,0
11768,L51767,L,300.3,308.6,1588,43.2,141,0,0,0,0,0,0
11769,L51768,L,298.7,306.8,1278,33.4,4,0,0,0,0,0,0
11770,M21769,M,300.9,311.2,1390,30.9,104,0,0,0,0,0,0
11771,M21770,M,299.1,308.2,1307,45.7,56,0,0,0,0,0,0
11772,M21771,M,304.1,313.8,1507,28.2,28,0,0,0,0,0,0
11773,L51772,L,302.2,313.8,1343,35.3,104,0,0,0,0,0,0
11774,H11773,H,304.0,313.6,1576,46.1,206,0,0,0,0,0,0
11775,L51774,L,300.1,306.9,1528,26.3,220,0,0,0,0,0,0
11776,L51775,L,299.6,311.1,1453,29.4,78,0,0,0,0,0,0
11777,M21776,M,301.6,312.9,1568,33.1,194,0,0,0,0,0,0
11778,L51777,L,297.9,307.9,1612,47.2,169,0,0,0,0,0,0
11779,L51778,L,297.5,307.2,1399,16.8,16,0,0,0,0,0,0
11780,L51779,L,300.1,309.6,1616,45.1,114,0,0,0,0,0,0
11781,L51780,L,300.1,313.5,1625,34.7,238,0,0,0,0,0,0
11782,M21781,M,298.9,308.2,1769,41.9,149,0,0,0,0,0,0
11783,L51782,L,302.4,312.5,1555,33.4,3,0,0,0,0,0,0
11784,L51783,L,298.7,311.2,1806,24.0,82,0,0,0,0,0,0
11785,L51784,L,300.2,309.8,1582,52.8,233,0,0,0,0,0,0
11786,L51785,L,300.1,310.5,1478,50.8,211,0,0,0,0,0,0
11787,M21786,M,300.6,313.1,1534,33.7,146,0,0,0,0,0,0
11788,L51787,L,299.8,310.5,1740,30.1,142,0,0,0,0,0,0
11789,M21788,M,300.3,309.0,1419,36.3,172,0,0,0,0,0,0
11790,L51789,L,299.7,308.7,1519,23.2,182,0,0,0,0,0,0
11791,L51790,L,304.5,313.8,1622,43.6,36,0,0,0,0,0,0
11792,M21791,M,300.7,311.9,1577,36.9,71,0,0,0,0,0,0
11793,L51792,L,301.5,310.9,1381,68.8,57,0,0,0,0,0,0
11794,L51793,L,301.5,312.6,1496,41.6,103,0,0,0,0,0,0
11795,L51794,L,298.6,309.7,1610,44.4,103,0,0,0,0,0,0
11796,L51795,L,300.0,309.6,1526,36.6,150,0,0,0,0,0,0
11797,L51796,L,302.1,310.5,1454,23.3,25,0,0,0,0,0,0
11798,M21797,M,299.6,311.0,1692,40.7,40,0,0,0,0,0,0
11799,M21798,M,301.6,312.8,1575,31.4,90,0,0,0,0,0,0
11800,L51799,L,303.3,312.6,1541,31.6,171,0,0,0,0,0,0
11801,L51800,L,299.8,309.9,1554,27.5,245,0,0,0,0,0,0
11802,L51801,L,298.5,307.4,1665,45.4,170,0,0,0,0,0,0
11803,L51802,L,299.3,311.3,1519,55.5,228,0,0,0,0,0,0
11804,L51803,L,300.7,310.7,1692,39.9,65,0,0,0,0,0,0
11805,M21804,M,297.6,308.3,1574,27.6,250,0,0,0,0,0,0
11806,L51805,L,302.7,312.3,1337,27.0,157,1,0,1,0,0,0
11807,L51806,L,299.8,309.5,1359,46.9,199,0,0,0,0,0,0
11808,L51807,L,300.2,309.4,1447,29.2,233,0,0,0,0,0,0
11809,H11808,H,300.5,309.5,1641,30.3,221,0,0,0,0,0,0
11810,M21809,M,298.2,307.6,1679,39.5,174,0,0,0,0,0,0
11811,H11810,H,298.2,309.9,1536,36.4,250,0,0,0,0,0,0
11812,L51811,L,300.6,312.2,1437,29.2,26,0,0,0,0,0,0
11813,L51812,L,299.4,307.5,1542,8.4,118,0,0,0,0,0,0
11814,M21813,M,302.5,312.9,1220,39.1,172,0,0,0,0,0,0
11815,L51814,L,298.9,308.9,1781,51.9,192,1,0,0,1,0,0
11816,M21815,M,302.0,310.8,1505,47.6,115,0,0,0,0,0,0
11817,M21816,M,300.0,310.9,1611,39.3,206,0,0,0,0,0,0
11818,L51817,L,303.1,313.8,1993,25.3,206,0,0,0,0,0,0
11819,M21818,M,298.3,308.0,1618,34.1,35,0,0,0,0,0,0
11820,L51819,L,300.4,312.0,1407,39.9,240,0,0,0,0,0,0
11821,M21820,M,300.6,311.2,1338,39.5,153,0,0,0,0,0,0
11822,M21821,M,297.4,308.5,1602,40.1,20,0,0,0,0,0,0
11823,H11822,H,301.6,312.1,1571,47.6,246,0,0,0,0,0,0
11824,L51823,L,300.2,311.1,1356,42.1,224,0,0,0,0,0,0
11825,L51824,L,299.4,307.9,1385,28.7,49,0,0,0,0,0,0
11826,L51825,L,299.4,309.6,1815,51.2,58,0,0,0,0,0,0
11827,L51826,L,303.8,313.8,1623,52.8,189,0,0,0,0,0,0
11828,M21827,M,298.9,308.8,1444,38.1,200,0,0,0,0,0,0
